# genome_length_bp=4641652
old_locus_tag,locus_tag,start,end,strand,biotype
EG11157,ygeA,2979943,2980635,-,protein_coding
EG10056,araE,2980764,2982182,-,protein_coding
EG12361,kduD,2982497,2983258,-,protein_coding
G7463,kduI,2983288,2984124,-,protein_coding
G7464,yqeF,2984411,2985592,-,protein_coding
G7465,yqeG,2985847,2987076,+,protein_coding
G7466,yqeH,2987536,2988168,+,protein_coding
G7467,yqeI,2988502,2989311,+,protein_coding
G7468,yqeJ,2989304,2989786,+,protein_coding
G0-10650,yqeL,2989819,2989899,-,protein_coding
G7469,yqeK,2989935,2990360,-,protein_coding
G7470,ygeF,2990554,2991043,+,protein_coding
G7471,ygeG,2991268,2991759,+,protein_coding
G7472,ygeH,2992094,2993470,+,protein_coding
G7473,ygeI,2993638,2993856,+,protein_coding
G7474,pbl,2993939,2994441,+,protein_coding
G7475,ygeK,2994460,2994903,-,protein_coding
G7476,ygeL,2994937,2995092,-,protein_coding
G7478,ygeN,2995314,2996020,-,protein_coding
G7479,ygeO,2995962,2996360,-,protein_coding
G0-10544,insCD4,2996372,2997600,-,protein_coding
G7480,insD4,2996372,2997277,-,protein_coding
G7481,insC4,2997235,2997600,-,protein_coding
G7482,ygeP,2997689,2997988,-,protein_coding
G7483,ygeQ,2998034,2998828,-,protein_coding
EG30037,glyU,2998984,2999057,-,protein_coding
G7484,actS,2999136,2999891,-,protein_coding
G7485,xdhA,3000345,3002603,+,protein_coding
G7486,xdhB,3002614,3003492,+,protein_coding
G7487,xdhC,3003489,3003968,+,protein_coding
G7488,ygeV,3004008,3005786,-,protein_coding
G7489,ygeW,3006262,3007452,+,protein_coding
G7490,ygeX,3007510,3008706,+,protein_coding
G7491,ygeY,3008764,3009975,+,protein_coding
G7492,hyuA,3010028,3011413,+,protein_coding
G7493,yqeA,3011461,3012393,+,protein_coding
G7494,yqeB,3012614,3014239,-,protein_coding
G7495,yqeC,3014287,3015057,-,protein_coding
G7496,mocA,3015160,3015738,+,protein_coding
G7497,ygfK,3016060,3019158,+,protein_coding
G7498,ssnA,3019161,3020489,+,protein_coding
G7499,ygfM,3020540,3021319,+,protein_coding
G7500,xdhD,3021316,3024186,+,protein_coding
G7501,xanQ,3024351,3025751,+,protein_coding
G7502,guaD,3025766,3027085,+,protein_coding
G7503,ghxQ,3027121,3028488,+,protein_coding
G7505,ygfS,3028524,3029012,-,protein_coding
G7506,ygfT,3029012,3030931,-,protein_coding
G7507,uacT,3031367,3032815,+,protein_coding
G0-10656,yqfG,3032817,3032942,+,protein_coding
G0-16747,yqfH,3032939,3033010,-,protein_coding
G7508,idi,3033065,3033613,+,protein_coding
EG10552,lysS,3033657,3035174,-,protein_coding
EG10762,prfB,3035184,3036282,-,protein_coding
EG10830,recJ,3036373,3038106,-,protein_coding
EG11070,dsbC,3038112,3038822,-,protein_coding
EG11071,xerD,3038847,3039743,-,protein_coding
EG12697,fldB,3039855,3040376,+,protein_coding
G7509,ygfX,3040416,3040823,-,protein_coding
G7510,sdhE,3040804,3041070,-,protein_coding
G7511,ygfZ,3041313,3042293,+,protein_coding
G7512,trhA,3042489,3043148,-,protein_coding
G7513,yqfB,3043312,3043623,-,protein_coding
G495,bglA,3043662,3045101,+,protein_coding
G7514,ygfF,3045158,3045901,-,protein_coding
EG11810,gcvP,3046168,3049041,-,protein_coding
EG10371,gcvH,3049160,3049549,-,protein_coding
EG11442,gcvT,3049573,3050667,-,protein_coding
G0-16748,yqfI,3050958,3051041,+,protein_coding
EG11333,ubiI,3051115,3052317,-,protein_coding
EG11324,ubiH,3052340,3053518,-,protein_coding
EG10697,pepP,3053515,3054840,-,protein_coding
EG11323,ygfB,3054866,3055444,-,protein_coding
EG12878,zapA,3055612,3055941,+,protein_coding
EG30099,ssrS,3055983,3056165,+,protein_coding
EG11158,fau,3056241,3056789,+,protein_coding
G0-8886,sibC,3056851,3056991,+,protein_coding
G0-10631,ibsC,3056890,3056949,-,protein_coding
EG10944,serA,3057178,3058410,-,protein_coding
EG11443,rpiA,3058666,3059325,-,protein_coding
G7515,yqfE,3059381,3059611,-,protein_coding
EG10490,argP,3059753,3060646,+,protein_coding
EG11444,scpA,3060850,3062994,+,protein_coding
EG11445,argK,3062987,3063982,+,protein_coding
G7516,scpB,3063993,3064778,+,protein_coding
G7517,scpC,3064802,3066280,+,protein_coding
G7518,srsR,3066277,3067173,-,protein_coding
G0-10701,och5,3067187,3067344,+,protein_coding
EG11244,yggE,3067340,3068080,-,protein_coding
EG11159,argO,3068173,3068808,-,protein_coding
EG11160,mscS,3068947,3069807,-,protein_coding
EG10282,fbaA,3070165,3071244,-,protein_coding
EG10703,pgk,3071459,3072622,-,protein_coding
EG10368,epd,3072672,3073691,-,protein_coding
EG11161,yggC,3073976,3074689,-,protein_coding
EG11162,fumE,3074686,3075195,-,protein_coding
EG11245,yggF,3075217,3076182,-,protein_coding
G7520,yggP,3076179,3077456,-,protein_coding
EG11792,cmtA,3077471,3078859,-,protein_coding
EG11791,cmtB,3078887,3079330,-,protein_coding
EG11427,tktA,3079644,3081635,-,protein_coding
EG11291,loiP,3081913,3082671,+,protein_coding
EG10960,speB,3082877,3083797,-,protein_coding
EG10959,speA,3083935,3085911,-,protein_coding
G7521,yqgB,3085920,3086051,-,protein_coding
G0-17030,yqgG,3086145,3086288,-,protein_coding
G7522,yqgC,3086187,3086402,+,protein_coding
G7523,yqgD,3086399,3086650,-,protein_coding
EG10589,metK,3086706,3087860,+,protein_coding
EG12148,galP,3088284,3089678,+,protein_coding
EG12122,yggI,3089755,3090252,+,protein_coding
EG11336,endA,3090347,3091054,+,protein_coding
EG12366,rsmE,3091134,3091865,+,protein_coding
EG10419,gshB,3091878,3092828,+,protein_coding
G7524,yqgE,3092937,3093500,+,protein_coding
G7525,yqgF,3093500,3093916,+,protein_coding
G7526,yggR,3094100,3095080,-,protein_coding
G7527,yggS,3095098,3095802,+,protein_coding
G7528,yggT,3095820,3096386,+,protein_coding
G7529,yggU,3096383,3096673,+,protein_coding
G7530,rdgB,3096681,3097274,+,protein_coding
G7531,hemW,3097267,3098403,+,protein_coding
EG12704,yggM,3098558,3099565,-,protein_coding
EG10046,ansB,3099682,3100728,-,protein_coding
EG12705,yggN,3100904,3101623,-,protein_coding
EG12443,yggL,3101807,3102133,-,protein_coding
EG11779,trmB,3102133,3102852,-,protein_coding
EG10627,mutY,3103013,3104065,+,protein_coding
G7532,yggX,3104093,3104368,+,protein_coding
G7533,mltC,3104433,3105512,+,protein_coding
EG10664,nupG,3105714,3106970,+,protein_coding
EG10961,speC,3107020,3109155,-,protein_coding
G0-17031,yqgH,3109317,3109400,-,protein_coding
G7534,yqgA,3109553,3110260,+,protein_coding
EG30065,pheV,3110366,3110441,+,protein_coding
G7535,yghD,3110590,3111126,-,protein_coding
G7536,yghE,3111128,3111988,-,protein_coding
G0-17032,yqhJ,3111266,3111325,+,protein_coding
G7537,yghF,3112054,3113049,-,protein_coding
G7538,yghG,3113067,3113477,-,protein_coding
G7539,pppA,3113543,3114352,-,protein_coding
G7541,yghJ,3114550,3119112,-,protein_coding
G7542,glcA,3119597,3121279,-,protein_coding
G0-8912,C0719,3121358,3121579,+,protein_coding
EG20080,glcB,3121634,3123805,-,protein_coding
G7543,glcG,3123827,3124231,-,protein_coding
G0-8601,glcF,3124236,3125459,-,protein_coding
G7544,glcE,3125470,3126522,-,protein_coding
G7545,glcD,3126522,3128021,-,protein_coding
G7546,glcC,3128272,3129036,+,protein_coding
G7547,yghO,3129043,3130215,-,protein_coding
G7548,insH9,3130214,3131194,+,protein_coding
G7549,yghQ,3131341,3132408,-,protein_coding
G7550,yghR,3132454,3133212,-,protein_coding
G7551,yghS,3133244,3133957,-,protein_coding
G7552,yghT,3134131,3134823,+,protein_coding
EG12883,pitB,3134872,3136371,-,protein_coding
EG12882,gss,3136663,3138522,-,protein_coding
G7553,yghU,3138727,3139593,+,protein_coding
EG11805,hybG,3139716,3139964,-,protein_coding
EG11804,hybF,3139977,3140318,-,protein_coding
EG11803,hybE,3140311,3140799,-,protein_coding
EG11802,hybD,3140792,3141286,-,protein_coding
EG11801,hybC,3141286,3142989,-,protein_coding
EG11800,hybB,3142986,3144164,-,protein_coding
EG11799,hybA,3144154,3145140,-,protein_coding
G7554,hybO,3145143,3146261,-,protein_coding
G7555,yghW,3146450,3146737,-,protein_coding
G7557,yghX,3146856,3147691,-,protein_coding
G0-16749,yqhI,3147597,3147740,-,protein_coding
G7558,gpr,3147897,3148937,+,protein_coding
G7559,yqhA,3148977,3149471,-,protein_coding
EG11292,yghA,3149662,3150546,+,protein_coding
G7561,null,3150722,3150967,+,protein_coding
EG10272,exbD,3150818,3151243,-,protein_coding
EG10271,exbB,3151250,3151984,-,protein_coding
G7562,null,3151977,3152132,-,protein_coding
EG10583,metC,3152236,3153423,+,protein_coding
EG11824,yghB,3153563,3154222,+,protein_coding
G7563,yqhC,3154262,3155218,-,protein_coding
G7564,yqhD,3155355,3156518,+,protein_coding
G7565,dkgA,3156623,3157450,+,protein_coding
G7566,yqhG,3157650,3158576,+,protein_coding
G7567,yqhH,3158627,3158884,+,protein_coding
G7568,ygiQ,3158927,3161146,-,protein_coding
EG11376,ftsP,3161257,3162669,-,protein_coding
EG11377,plsC,3162744,3163481,-,protein_coding
EG10686,parC,3163715,3165973,-,protein_coding
G7570,ygiS,3166111,3167718,-,protein_coding
G7571,mqsA,3167851,3168246,-,protein_coding
G7572,mqsR,3168248,3168544,-,protein_coding
G7573,ygiV,3168749,3169231,-,protein_coding
G7574,ygiW,3169284,3169676,-,protein_coding
G7575,qseB,3169828,3170487,+,protein_coding
EG12658,qseC,3170484,3171833,+,protein_coding
G7577,ygiZ,3171879,3172211,-,protein_coding
EG12656,mdaB,3172530,3173111,+,protein_coding
EG12657,ygiN,3173142,3173456,+,protein_coding
EG10687,parE,3173504,3175396,-,protein_coding
G7578,yqiA,3175425,3176006,-,protein_coding
G7579,cpdA,3176006,3176833,-,protein_coding
G7580,yqiB,3176858,3177280,-,protein_coding
EG12633,nudF,3177281,3177910,-,protein_coding
EG11009,tolC,3178115,3179596,+,protein_coding
EG11163,ygiA,3179596,3179856,+,protein_coding
EG11164,ygiB,3179744,3180415,+,protein_coding
EG11165,ygiC,3180421,3181581,+,protein_coding
EG11166,ygiD,3181619,3182434,-,protein_coding
EG11167,zupT,3182550,3183323,+,protein_coding
G0-16750,yqiD,3183381,3183551,-,protein_coding
EG10465,ribB,3183813,3184466,-,protein_coding
G0-9387,sroG,3184570,3184718,-,protein_coding
G7582,ubiK,3184840,3185130,+,protein_coding
EG12363,ygiL,3185414,3185965,+,protein_coding
G0-10545,insCD5,3186187,3187415,+,protein_coding
G7583,insC5,3186187,3186552,+,protein_coding
G7584,insD5,3186510,3187415,+,protein_coding
G7586,yqiH,3189881,3190630,+,protein_coding
G7587,yqiI,3190632,3191696,+,protein_coding
EG11381,glgS,3191739,3191939,-,protein_coding
G7588,yqiJ,3192208,3192837,+,protein_coding
G7589,yqiK,3192864,3194525,+,protein_coding
G0-8913,sibD,3194721,3194865,-,protein_coding
G0-10630,ibsD,3194766,3194825,+,protein_coding
G0-10602,sibE,3195097,3195240,-,protein_coding
G0-10629,ibsE,3195141,3195200,+,protein_coding
G7590,hldE,3195320,3196753,-,protein_coding
EG11602,glnE,3196801,3199641,-,protein_coding
EG11603,ygiF,3199664,3200965,-,protein_coding
EG12434,ygiM,3201207,3201827,+,protein_coding
EG10136,cca,3201891,3203129,+,protein_coding
EG11665,bacA,3203310,3204131,-,protein_coding
EG11673,folB,3204221,3204589,-,protein_coding
EG11674,plsY,3204694,3205311,+,protein_coding
EG12694,ttdR,3205324,3206256,-,protein_coding
EG11168,ttdA,3206463,3207374,+,protein_coding
EG11169,ttdB,3207371,3207976,+,protein_coding
EG12393,ttdT,3208024,3209487,+,protein_coding
EG11171,tsaD,3209530,3210543,-,protein_coding
EG10920,rpsU,3210781,3210996,+,protein_coding
EG10239,dnaG,3211107,3212852,+,protein_coding
EG10896,rpoD,3213047,3214888,+,protein_coding
EG12717,mug,3214967,3215473,-,protein_coding
EG30046,ileX,3215598,3215673,+,protein_coding
G7593,nfeF,3215727,3216491,-,protein_coding
G7594,nfeR,3216779,3217402,+,protein_coding
G7595,aer,3217556,3219076,-,protein_coding
G7596,patA,3219494,3220873,+,protein_coding
G7597,ygjH,3220915,3221247,-,protein_coding
EG10254,ebgR,3221466,3222449,+,protein_coding
EG10252,ebgA,3222633,3225725,+,protein_coding
EG10253,ebgC,3225722,3226171,+,protein_coding
EG12720,ygjI,3226234,3227667,+,protein_coding
G7598,ygjJ,3227801,3228871,+,protein_coding
G7599,ygjK,3228888,3231239,+,protein_coding
G36,fadH,3231665,3233683,+,protein_coding
G7601,higA,3233728,3234144,-,protein_coding
G7602,higB,3234141,3234455,-,protein_coding
G7603,rlmG,3234739,3235875,-,protein_coding
G7604,ygjP,3235960,3236463,+,protein_coding
G7605,ygjQ,3236540,3237232,+,protein_coding
G7606,ygjR,3237311,3238297,+,protein_coding
G0-8869,sraF,3238374,3238561,+,protein_coding
G7607,alx,3238580,3239545,+,protein_coding
EG12732,sstT,3239944,3241188,+,protein_coding
G7608,ygjV,3241193,3241744,-,protein_coding
EG12734,uxaA,3241827,3243314,-,protein_coding
G81,uxaC,3243329,3244741,-,protein_coding
EG12738,exuT,3245224,3246522,+,protein_coding
EG12739,exuR,3246652,3247428,+,protein_coding
G0-17033,yqiM,3247668,3247751,+,protein_coding
G7609,yqjA,3247773,3248435,+,protein_coding
G7610,mzrA,3248439,3248822,+,protein_coding
G7611,yqjC,3248969,3249337,+,protein_coding
G7612,yqjD,3249375,3249680,+,protein_coding
G7613,yqjE,3249683,3250087,+,protein_coding
G7614,yqjK,3250077,3250376,+,protein_coding
G7615,yqjF,3250562,3250954,+,protein_coding
G7616,yqjG,3251024,3252010,+,protein_coding
G7617,yhaH,3252304,3252669,+,protein_coding
G7618,yhaI,3252911,3253267,+,protein_coding
G7619,yhaJ,3253318,3254214,-,protein_coding
G7620,yhaK,3254319,3255020,+,protein_coding
G7621,yhaL,3255043,3255207,+,protein_coding
G7622,cyuA,3255341,3256651,-,protein_coding
EG12754,cyuP,3256679,3258010,-,protein_coding
G7624,tdcG,3258285,3259649,-,protein_coding
G7626,tdcF,3259721,3260110,-,protein_coding
G7627,tdcE,3260124,3262418,-,protein_coding
EG11172,tdcD,3262452,3263660,-,protein_coding
EG10991,tdcC,3263686,3265017,-,protein_coding
EG10990,tdcB,3265039,3266028,-,protein_coding
EG10989,tdcA,3266127,3267065,-,protein_coding
EG10992,tdcR,3267380,3267598,+,protein_coding
EG11173,yhaB,3267854,3268393,+,protein_coding
EG11174,yhaC,3268415,3269602,+,protein_coding
EG30069,rnpB,3270216,3270592,-,protein_coding
EG11175,garK,3270625,3271770,-,protein_coding
EG11176,garR,3271867,3272751,-,protein_coding
EG10016,garL,3272787,3273557,-,protein_coding
EG12760,garP,3273573,3274907,-,protein_coding
EG12522,garD,3275282,3276853,+,protein_coding
EG10955,prlF,3277002,3277337,+,protein_coding
G7629,yhaV,3277337,3277801,+,protein_coding
G7630,agaR,3277856,3278665,-,protein_coding
G7631,kbaZ,3278914,3280194,+,protein_coding
G7632,agaV,3280217,3280690,+,protein_coding
G7633,agaW,3280701,3281102,+,protein_coding
EG12766,agaA,3281122,3281625,+,protein_coding
G7634,agaS,3281976,3283130,+,protein_coding
EG12768,kbaY,3283143,3284003,+,protein_coding
EG12769,agaB,3284170,3284646,+,protein_coding
EG12770,agaC,3284685,3285488,+,protein_coding
G7635,agaD,3285478,3286269,+,protein_coding
G7636,agaI,3286270,3287025,+,protein_coding
G7637,yraH,3287426,3288010,+,protein_coding
G7638,yraI,3288090,3288785,+,protein_coding
G7639,yraJ,3288814,3291330,+,protein_coding
G7640,yraK,3291341,3292432,+,protein_coding
G7641,rsmI,3292475,3293335,-,protein_coding
G7642,lpoA,3293400,3295436,+,protein_coding
G7643,yraN,3295394,3295789,+,protein_coding
EG12780,diaA,3295809,3296399,+,protein_coding
G7644,dolP,3296409,3296984,+,protein_coding
G7645,yraQ,3297098,3298138,-,protein_coding
G7646,yraR,3298211,3298846,-,protein_coding
G7647,yhbO,3298974,3299492,+,protein_coding
G7648,yhbP,3299472,3299915,-,protein_coding
G7649,yhbQ,3299966,3300268,+,protein_coding
G7650,yhbS,3300255,3300758,-,protein_coding
G7651,ubiT,3300752,3301276,-,protein_coding
G7652,ubiU,3301485,3302480,+,protein_coding
G7653,ubiV,3302489,3303367,+,protein_coding
G7654,yhbW,3303448,3304455,+,protein_coding
EG10617,mtr,3304573,3305817,-,protein_coding
EG10215,deaD,3305971,3307860,-,protein_coding
G0-10651,yrbN,3307853,3307933,-,protein_coding
EG12371,nlpI,3308040,3308924,-,protein_coding
EG10743,pnp,3309033,3311168,-,protein_coding
G0-8870,sraG,3311183,3311398,+,protein_coding
EG10914,rpsO,3311415,3311684,-,protein_coding
EG11177,truB,3311833,3312777,-,protein_coding
EG11178,rbfA,3312777,3313178,-,protein_coding
EG10505,infB,3313342,3316014,-,protein_coding
EG10665,nusA,3316039,3317526,-,protein_coding
EG11179,rimP,3317554,3318006,-,protein_coding
EG30061,metY,3318213,3318289,-,protein_coding
EG10068,argG,3318637,3319980,+,protein_coding
G7655,yhbX,3319988,3321613,-,protein_coding
EG30050,leuU,3322072,3322158,-,protein_coding
EG12095,secG,3322173,3322505,-,protein_coding
EG11553,glmM,3322733,3324070,-,protein_coding
EG50011,folP,3324063,3324911,-,protein_coding
EG11506,ftsH,3325001,3326935,-,protein_coding
EG11507,rlmE,3327035,3327664,-,protein_coding
EG12794,yhbY,3327790,3328083,+,protein_coding
EG10415,greA,3328239,3328715,-,protein_coding
EG10202,dacB,3328963,3330396,+,protein_coding
G7656,obgE,3330582,3331754,-,protein_coding
EG11499,yhbE,3331770,3332735,-,protein_coding
EG50002,rpmA,3332862,3333119,-,protein_coding
EG50001,rplU,3333140,3333451,-,protein_coding
EG10017,ispB,3333710,3334681,+,protein_coding
EG10656,sfsB,3334909,3335187,+,protein_coding
EG11358,murA,3335235,3336494,-,protein_coding
G7657,ibaG,3336549,3336803,-,protein_coding
G7658,mlaB,3336963,3337256,-,protein_coding
G7659,mlaC,3337256,3337891,-,protein_coding
EG12799,mlaD,3337910,3338461,-,protein_coding
EG12800,mlaE,3338466,3339248,-,protein_coding
EG12801,mlaF,3339256,3340065,-,protein_coding
EG12802,yrbG,3340275,3341252,+,protein_coding
G7662,kdsD,3341266,3342252,+,protein_coding
G7663,kdsC,3342273,3342839,+,protein_coding
G7664,lptC,3342836,3343411,+,protein_coding
G7665,lptA,3343380,3343937,+,protein_coding
EG11680,lptB,3343944,3344669,+,protein_coding
EG10898,rpoN,3344717,3346150,+,protein_coding
EG11681,hpf,3346173,3346460,+,protein_coding
EG11682,ptsN,3346578,3347069,+,protein_coding
EG12146,rapZ,3347115,3347969,+,protein_coding
EG12147,npr,3347966,3348238,+,protein_coding
G7667,yrbL,3348452,3349084,+,protein_coding
G7668,mtgA,3349081,3349809,-,protein_coding
EG11383,elbB,3349806,3350459,-,protein_coding
G0-8871,arcZ,3350577,3350697,+,protein_coding
EG10062,arcB,3350689,3353025,-,protein_coding
G7669,yhcC,3353121,3354050,-,protein_coding
G0-10702,null,3354064,3354169,+,protein_coding
EG10403,gltB,3354725,3359185,+,protein_coding
EG10404,gltD,3359198,3360616,+,protein_coding
EG11514,gltF,3361176,3361940,+,protein_coding
EG11515,yhcA,3362112,3362786,+,protein_coding
G7670,yhcD,3362807,3365188,+,protein_coding
G7672,insH10,3365702,3366682,-,protein_coding
G7673,yhcF,3366926,3367642,+,protein_coding
G0-10703,null,3367613,3367770,-,protein_coding
G7674,yhcG,3367827,3368954,+,protein_coding
G7675,nanQ,3369014,3369478,-,protein_coding
G7676,nanK,3369475,3370350,-,protein_coding
G7677,nanE,3370347,3371036,-,protein_coding
G436,nanT,3371084,3372574,-,protein_coding
EG10637,nanA,3372683,3373576,-,protein_coding
G7678,nanR,3373698,3374489,-,protein_coding
G7679,dcuD,3374869,3376236,+,protein_coding
EG10978,sspB,3376279,3376776,-,protein_coding
EG10977,sspA,3376782,3377420,-,protein_coding
EG10908,rpsI,3377815,3378207,-,protein_coding
EG10874,rplM,3378223,3378651,-,protein_coding
G7680,zapE,3378870,3379997,-,protein_coding
G7681,yhcB,3380191,3380589,+,protein_coding
G7682,degQ,3380743,3382110,+,protein_coding
EG11652,degS,3382200,3383267,+,protein_coding
EG10576,mdh,3383330,3384268,-,protein_coding
EG10070,argR,3384703,3385173,+,protein_coding
G7683,yhcN,3385538,3385801,+,protein_coding
G7684,yhcO,3385857,3386129,-,protein_coding
G7685,aaeB,3386221,3388188,-,protein_coding
